STRIKE_REL,MATURITY,IV_OTM
0.29336758749164427,0.010958904109589041,2.94052
0.4190965535594918,0.010958904109589041,2.10609
0.5448255196273394,0.010958904109589041,1.49119
0.6705544856951868,0.010958904109589041,1.00139
0.7962834517630344,0.010958904109589041,0.58884
0.922012418,0.010958904109589041,0.2479
0.9995452802393879,0.010958904109589041,0.04727
1.002688504391084,0.010958904109589041,0.05512
1.0896510392546788,0.010958904109589041,0.23614
1.215380005322526,0.010958904109589041,0.50384
0.29336758749164427,0.019178082191780823,2.30229
0.4190965535594918,0.019178082191780823,1.64973
0.5448255196273394,0.019178082191780823,1.16857
0.6705544856951868,0.019178082191780823,0.78483
0.7962834517630344,0.019178082191780823,0.51423
0.922012418,0.019178082191780823,0.22917
0.9995452802393879,0.019178082191780823,0.0862
1.002688504391084,0.019178082191780823,0.09179
1.0896510392546788,0.019178082191780823,0.18305
1.215380005322526,0.019178082191780823,0.39194
0.29336758749164427,0.032876712,1.79373
0.4190965535594918,0.032876712,1.28551
0.5448255196273394,0.032876712,0.9107
0.6705544856951868,0.032876712,0.64154
0.7962834517630344,0.032876712,0.4216
0.922012418,0.032876712,0.19811
0.9995452802393879,0.032876712,0.08758
1.002688504391084,0.032876712,0.09261
1.0896510392546788,0.032876712,0.15054
1.215380005322526,0.032876712,0.30446
0.29336758749164427,0.049315068493150684,1.48064
0.4190965535594918,0.049315068493150684,1.06072
0.5448255196273394,0.049315068493150684,0.75191
0.6705544856951868,0.049315068493150684,0.55867
0.7962834517630344,0.049315068493150684,0.37751
0.922012418,0.049315068493150684,0.18291
0.9995452802393879,0.049315068493150684,0.09191
1.002688504391084,0.049315068493150684,0.09611
1.0896510392546788,0.049315068493150684,0.13316
1.215380005322526,0.049315068493150684,0.26316
0.1676386214237967,0.057534246575342465,1.99226
0.29336758749164427,0.057534246575342465,1.37562
0.4190965535594918,0.057534246575342465,0.98588
0.5448255196273394,0.057534246575342465,0.69863
0.6705544856951868,0.057534246575342465,0.53659
0.7962834517630344,0.057534246575342465,0.36723
0.922012418,0.057534246575342465,0.17937
0.9995452802393879,0.057534246575342465,0.09556
1.002688504391084,0.057534246575342465,0.09959
1.0896510392546788,0.057534246575342465,0.12694
1.215380005322526,0.057534246575342465,0.24319
1.3411089713903737,0.057534246575342465,0.33916
0.29336758749164427,0.071232877,1.24008
0.4190965535594918,0.071232877,0.88889
0.5448255196273394,0.071232877,0.66006
0.6705544856951868,0.071232877,0.49679
0.7962834517630344,0.071232877,0.34224
0.922012418,0.071232877,0.17263
0.9995452802393879,0.071232877,0.09857
1.002688504391084,0.071232877,0.10142
1.0896510392546788,0.071232877,0.11544
1.215380005322526,0.071232877,0.21918
0.29336758749164427,0.084931507,1.13898
0.4190965535594918,0.084931507,0.81644
0.5448255196273394,0.084931507,0.62445
0.6705544856951868,0.084931507,0.46575
0.7962834517630344,0.084931507,0.31998
0.922012418,0.084931507,0.16661
0.9995452802393879,0.084931507,0.09935
1.002688504391084,0.084931507,0.1023
1.0896510392546788,0.084931507,0.10905
1.215380005322526,0.084931507,0.20062
0.29336758749164427,0.093150685,1.08916
0.4190965535594918,0.093150685,0.81634
0.5448255196273394,0.093150685,0.59675
0.6705544856951868,0.093150685,0.45658
0.7962834517630344,0.093150685,0.31287
0.922012418,0.093150685,0.17097
0.9995452802393879,0.093150685,0.10633
1.0896510392546788,0.093150685,0.1079
1.215380005322526,0.093150685,0.19063
0.29336758749164427,0.10684931506849316,1.01889
0.4190965535594918,0.10684931506849316,0.76424
0.5448255196273394,0.10684931506849316,0.57047
0.6705544856951868,0.10684931506849316,0.43553
0.7962834517630344,0.10684931506849316,0.30062
0.922012418,0.10684931506849316,0.16808
0.9995452802393879,0.10684931506849316,0.10762
1.0896510392546788,0.10684931506849316,0.10361
1.215380005322526,0.10684931506849316,0.18405
0.29336758749164427,0.1232876712328767,0.95022
0.4190965535594918,0.1232876712328767,0.71238
0.5448255196273394,0.1232876712328767,0.54964
0.6705544856951868,0.1232876712328767,0.41533
0.7962834517630344,0.1232876712328767,0.28707
0.922012418,0.1232876712328767,0.16737
0.9995452802393879,0.1232876712328767,0.1087
1.0896510392546788,0.1232876712328767,0.1021
1.215380005322526,0.1232876712328767,0.16616
0.1676386214237967,0.21095890410958903,1.0572
0.29336758749164427,0.21095890410958903,0.76359
0.4190965535594918,0.21095890410958903,0.60743
0.5448255196273394,0.21095890410958903,0.48079
0.6705544856951868,0.21095890410958903,0.36572
0.7962834517630344,0.21095890410958903,0.26085
0.922012418,0.21095890410958903,0.17023
0.9995452802393879,0.21095890410958903,0.11807
1.002688504391084,0.21095890410958903,0.12165
1.0896510392546788,0.21095890410958903,0.10015
1.215380005322526,0.21095890410958903,0.13712
1.3411089713903737,0.21095890410958903,0.18409
1.4668379374582212,0.21095890410958903,0.22595
1.5925669035260688,0.21095890410958903,0.27265
0.29336758749164427,0.336986301,0.68891
0.4190965535594918,0.336986301,0.54907
0.5448255196273394,0.336986301,0.43246
0.6705544856951868,0.336986301,0.33372
0.7962834517630344,0.336986301,0.24702
0.922012418,0.336986301,0.17157
0.9995452802393879,0.336986301,0.12568
1.0896510392546788,0.336986301,0.10351
1.215380005322526,0.336986301,0.12246
0.1676386214237967,0.4794520547945205,0.7979
0.29336758749164427,0.4794520547945205,0.63259
0.4190965535594918,0.4794520547945205,0.50541
0.5448255196273394,0.4794520547945205,0.40213
0.6705544856951868,0.4794520547945205,0.31549
0.7962834517630344,0.4794520547945205,0.23908
0.922012418,0.4794520547945205,0.17382
0.9995452802393879,0.4794520547945205,0.13392
1.0896510392546788,0.4794520547945205,0.11066
1.215380005322526,0.4794520547945205,0.11367
1.3411089713903737,0.4794520547945205,0.13583
0.1676386214237967,0.6328767123287671,0.74115
0.29336758749164427,0.6328767123287671,0.59009
0.4190965535594918,0.6328767123287671,0.47441
0.5448255196273394,0.6328767123287671,0.38057
0.6705544856951868,0.6328767123287671,0.30125
0.7962834517630344,0.6328767123287671,0.2346
0.922012418,0.6328767123287671,0.17797
1.0896510392546788,0.6328767123287671,0.11765
1.215380005322526,0.6328767123287671,0.10798
1.3411089713903737,0.6328767123287671,0.12465
1.4668379374582212,0.6328767123287671,0.14321
1.5925669035260688,0.6328767123287671,0.16388
0.1676386214237967,0.8054794520547945,0.69843
0.29336758749164427,0.8054794520547945,0.55174
0.4190965535594918,0.8054794520547945,0.44372
0.5448255196273394,0.8054794520547945,0.36029
0.6705544856951868,0.8054794520547945,0.28893
0.7962834517630344,0.8054794520547945,0.23135
0.922012418,0.8054794520547945,0.18072
1.0896510392546788,0.8054794520547945,0.12538
1.215380005322526,0.8054794520547945,0.10837
1.3411089713903737,0.8054794520547945,0.11885
1.4668379374582212,0.8054794520547945,0.1309
1.5925669035260688,0.8054794520547945,0.14929
0.29336758749164427,1.0082191780821919,0.52059
0.4190965535594918,1.0082191780821919,0.42039
0.5448255196273394,1.0082191780821919,0.34309
0.6705544856951868,1.0082191780821919,0.28114
0.7962834517630344,1.0082191780821919,0.23144
0.922012418,1.0082191780821919,0.18638
1.0896510392546788,1.0082191780821919,0.13429
1.215380005322526,1.0082191780821919,0.11344
1.3411089713903737,1.0082191780821919,0.11718
0.1676386214237967,1.4767123287671233,0.58955
0.29336758749164427,1.4767123287671233,0.46663
0.4190965535594918,1.4767123287671233,0.38173
0.5448255196273394,1.4767123287671233,0.31785
0.6705544856951868,1.4767123287671233,0.26869
0.7962834517630344,1.4767123287671233,0.22818
0.922012418,1.4767123287671233,0.19059
1.0896510392546788,1.4767123287671233,0.14966
1.215380005322526,1.4767123287671233,0.12425
1.3411089713903737,1.4767123287671233,0.11679
1.4668379374582212,1.4767123287671233,0.12341
1.5925669035260688,1.4767123287671233,0.13332
0.1676386214237967,1.9753424657534246,0.54155
0.29336758749164427,1.9753424657534246,0.42859
0.4190965535594918,1.9753424657534246,0.35652
0.5448255196273394,1.9753424657534246,0.30321
0.6705544856951868,1.9753424657534246,0.26146
0.7962834517630344,1.9753424657534246,0.22697
0.922012418,1.9753424657534246,0.19369
1.0896510392546788,1.9753424657534246,0.1622
1.215380005322526,1.9753424657534246,0.13543
1.3411089713903737,1.9753424657534246,0.12242
1.4668379374582212,1.9753424657534246,0.12153
1.5925669035260688,1.9753424657534246,0.12643
0.1676386214237967,2.9726027397260273,0.47591
0.29336758749164427,2.9726027397260273,0.38043
0.4190965535594918,2.9726027397260273,0.32496
0.5448255196273394,2.9726027397260273,0.28584
0.6705544856951868,2.9726027397260273,0.25216
0.7962834517630344,2.9726027397260273,0.22369
0.922012418,2.9726027397260273,0.19636
1.0896510392546788,2.9726027397260273,0.18052
1.215380005322526,2.9726027397260273,0.15536
1.3411089713903737,2.9726027397260273,0.13767
1.4668379374582212,2.9726027397260273,0.12814
1.5925669035260688,2.9726027397260273,0.12698
0.1676386214237967,3.969863014,0.41134
0.29336758749164427,3.969863014,0.3514
0.4190965535594918,3.969863014,0.31076
0.5448255196273394,3.969863014,0.27762
0.6705544856951868,3.969863014,0.24849
0.7962834517630344,3.969863014,0.22456
0.922012418,3.969863014,0.19985
1.0896510392546788,3.969863014,0.19862
1.215380005322526,3.969863014,0.17492
1.3411089713903737,3.969863014,0.15602
1.5925669035260688,3.969863014,0.13753
